"","SalePrice","GrLivArea","2ndFlrSF","TotalBsmtSF","GarageArea","Fireplaces.0","LotArea","ExterQual.TA","YearBuilt","GarageCars.2","OverallQual.7","GarageCars.3","FullBath.1","YearRemodAdd","GarageYrBlt","KitchenQual.TA","BsmtFinSF1","OverallQual.8","GarageFinish.Unf","ExterQual.Gd","KitchenQual.Gd","BsmtQual.TA","BsmtQual.Gd","MSSubClass.60","FullBath.2","Foundation.PConc","HalfBath.1","MSZoning.RM","MSZoning.RL"
"23",145900,1.30268669005397,1.33097293665873,0.489099484282709,-2.2122049892375,1,-0.174309378017589,1,-2.35963429605425,0,0,0,0,0.878367122733124,0.0587972512508799,1,1.40399683057639,0,1,0,0,1,0,0,1,0,0,0,1
"24",119000,-1.35393008202392,-0.794890864438069,-0.614146756451517,-1.08968597438006,0,-0.332305384604312,1,-1.03525833724974,0,0,0,1,0.345560958996385,-1.60807627935667,0,0.145495618826756,0,1,0,1,1,0,0,0,0,0,1,0
"25",214000,1.03626380460203,1.58296110273702,-0.149142142588331,-0.388111590094161,0,-0.176513507469021,0,0.918196201986916,1,1,0,0,0.684619426828855,0.850562178289466,0,0.719933454154984,0,0,1,1,0,1,1,1,1,1,0,1
"26",203000,-0.0218156547642324,-0.794890864438069,1.017928260833,0.0234787153535679,0,0.136873625443642,0,0.818868005076577,1,1,0,0,0.539308654900653,0.7255466634939,0,0.54014756676218,0,0,1,1,0,1,0,1,1,0,0,1
"27",176000,-0.499473827967349,-0.794890864438069,0.409319280923829,-0.331985639351289,0,-0.264678685526291,1,0.785758606106465,1,1,0,0,0.539308654900653,0.683874825228711,1,-0.972684900323612,0,0,0,0,0,1,0,1,1,0,0,1
"28",215000,-0.11316064406204,-0.794890864438069,0.491378918664391,-0.341339964475101,0,-0.733456944764893,0,1.05063379786737,1,0,0,0,0.878367122733124,1.01724953135022,0,-0.972684900323612,1,0,1,1,0,1,0,1,1,0,0,1
"29",228000,1.10667556718576,1.53485427103117,0.0514480829997101,0.958911227734769,0,0.0712506804123776,0,0.719539808166239,0,1,1,0,0.393997882972452,0.600531148698334,0,-0.863059359230438,0,1,1,1,0,1,1,1,1,1,0,1
"30",98000,-1.23974884540166,-0.794890864438069,-0.440909743443664,-2.2122049892375,1,-0.492204957535453,1,-1.53189932180143,0,0,0,1,-1.68878984799844,0.0587972512508799,1,0.0534101643084904,0,1,0,0,1,0,0,0,0,0,0,1
"31",117000,0.168486406272866,0.625406071639537,-0.167377617641789,0.874722301620461,1,0.0482075088746818,1,-1.00214893827962,1,0,0,0,-1.20442060823776,-0.0662182635446864,1,-0.0781404850033176,0,1,0,0,1,0,0,1,0,0,0,1
"32",281000,0.864991949668645,1.15229041889413,0.0628452549081215,1.30969841987772,0,0.0549200849313149,0,1.1499619947777,0,0,1,0,1.02367789466132,1.14226504614579,0,-0.972684900323612,1,0,1,0,0,1,1,1,1,1,0,1
"33",117000,0.227480045194366,0.657477292776773,-1.30481537410125,-1.01952853595147,1,-0.521660142022768,1,-2.02854030635312,0,0,0,1,0.878367122733124,-1.19135789670478,0,-0.972684900323612,0,1,0,1,1,0,0,0,0,0,1,0
"34",102000,-1.0075803309364,-0.794890864438069,-0.222084042802164,-1.37031572809442,0,-0.434496840988875,1,-1.49878992283132,0,0,0,1,-1.68878984799844,-2.19148201506931,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,1,0
"35",309000,1.78224788386746,2.22896712850135,0.135787155121955,1.01971434103955,0,0.290661748532176,0,1.08374319683748,0,0,1,0,0.975240970685258,1.05892136961541,0,-0.972684900323612,1,0,1,1,0,0,1,0,1,1,0,1
"36",143000,-1.12747062938977,-0.794890864438069,-0.306423114924409,-0.977434072894317,0,-0.250952970306012,1,0.289117621554773,0,0,0,0,-0.235682128716421,0.0587972512508799,1,0.21784847594825,0,0,0,0,0,1,0,1,0,0,0,1
"37",145000,-0.489958724915494,-0.794890864438069,0.457187402939157,0.257336843448868,1,0.0524153923728698,0,-0.00886696917624147,1,0,0,0,0.926804046709191,-0.316249293135819,0,0.465602198818822,0,0,1,1,1,0,0,1,0,0,0,1
"38",89500,-0.208311674580589,0.0549964956986922,-1.68320148146051,-2.2122049892375,1,-0.26017023892109,1,-1.69744631665199,0,0,0,1,-1.68878984799844,0.0587972512508799,0,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,1,0
"39",204000,0.457745539049255,1.19352484607058,-0.422674268390205,-0.238442388113168,1,-0.121610646587902,0,0.818868005076577,1,0,0,0,0.587745578876721,0.7255466634939,1,0.65415812949908,0,0,1,0,0,0,1,1,1,1,0,1
"40",78000,-0.615558085199978,0.570426835404275,-1.05179815773452,-1.32822126503727,1,-0.412255171069882,1,-1.69744631665199,0,0,0,1,-1.68878984799844,-2.44151304466045,1,-0.972684900323612,0,1,0,0,1,0,0,0,1,0,1,0
"41",112000,-0.391001653176203,0.224515807424084,-1.00393003571919,-0.350694289598913,1,-0.352342925071873,1,-1.56500872077154,0,0,0,0,-1.68878984799844,-2.27482569159969,1,0.380094276766147,0,1,0,0,0,0,0,1,0,0,0,1
"42",143000,-0.0808092936857328,-0.794890864438069,0.865206157260286,-0.0981275112559883,0,1.46055354873076,1,-0.10819516608658,0,0,0,1,0.878367122733124,-0.441264807931385,0,1.93019942782362,0,1,0,0,1,0,0,0,0,0,0,1
"43",130000,-1.28922738127131,-0.794890864438069,-0.550322593764413,-0.925985284713351,1,-0.0250297015342555,1,-1.76366511459222,0,0,0,1,0.733056350804922,-0.732967675787706,0,-0.512257627732284,0,0,0,0,1,0,0,0,0,0,0,1
"44",159000,0.282667642895125,0.717038132031641,-0.121788930008144,-0.24779671323698,0,-0.552718329747488,1,-0.803492544458947,1,0,0,0,-1.68878984799844,-1.19135789670478,1,-0.0978730824000887,0,1,0,0,1,0,0,1,0,0,1,0
"45",134450,-0.531825178343655,-0.794890864438069,0.0286537391828872,-0.121513324065518,0,-0.0506777533327343,1,-0.47239855475782,0,0,0,1,0.539308654900653,-0.899655028848461,0,-0.183381004452764,0,1,0,1,1,0,0,0,0,0,0,1
"46",311872,0.400654920738125,-0.794890864438069,1.52396269356647,1.46404478442062,0,-0.11028943622373,0,1.18307139374782,0,1,1,0,1.07211481863739,1.18393688441098,0,1.49608228509465,0,0,0,0,0,0,0,1,1,0,0,1
"47",179900,-0.189281468476879,0.826996604502165,-0.7965015069861,1.41727315880156,0,0.118539275915823,1,-0.10819516608658,1,0,0,0,-0.816925216429227,-0.441264807931385,1,-0.0869105282907714,0,0,0,0,1,0,1,1,0,1,0,1
"48",97500,-0.109354602841298,0.455886759914145,-0.331496893122914,-0.668741343808521,0,0.699928512582121,1,-0.770383145488835,0,0,0,1,-1.68878984799844,-1.27470157323516,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,0,1
"49",61000,-1.16362802098682,-0.794890864438069,-0.853487366528157,-2.2122049892375,1,-0.049776064011694,0,-1.63122751871177,0,0,0,0,-1.68878984799844,0.0587972512508799,0,-0.205306112671399,0,1,0,0,0,0,0,0,0,1,0,1
"50",189000,0.627114373372272,1.01484232830598,-0.00553777654234705,-0.0513558856369282,0,0.0702488033889995,0,0.686430409196126,1,0,0,0,0.345560958996385,0.558859310433145,0,-0.972684900323612,0,0,1,1,0,1,1,1,1,1,0,1
"51",219500,0.986785268732388,1.44322221063906,-0.000978907778982483,0.804564863191871,1,-0.11439713201958,1,0.85197740404669,1,1,0,0,0.636182502852788,0.808890340024278,0,0.64758059703349,0,0,0,1,0,1,1,1,1,1,0,1
"52",168500,-0.00659148988126456,0.936955076972689,-0.68708865666535,-0.15425346199886,0,-0.841559475587388,0,0.951305600957028,1,0,0,0,0.733056350804922,0.892234016554655,0,-0.051830355140956,0,1,1,1,0,1,0,1,1,1,0,0
"53",163900,-0.063682108192394,0.739946147129667,-1.53503824665116,-0.378757264970349,0,-0.139444057604032,1,0.686430409196126,1,1,0,0,0.345560958996385,0.558859310433145,0,-0.972684900323612,0,0,0,1,0,1,0,1,1,1,0,1
"54",215000,0.267443478012157,-0.794890864438069,0.0514480829997101,0.257336843448868,0,2.12930646183562,1,-0.373070357847482,1,0,0,1,-1.20442060823776,-0.774639514052895,1,0.428329514847143,0,0,0,0,1,0,0,0,0,0,0,1
"55",107900,-1.16933708281793,-0.794890864438069,-0.356570671321419,-0.897922309341915,1,-0.452530627409681,1,-0.571726751668158,0,0,0,1,0.733056350804922,-1.02467054364403,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,1,0
"56",233230,0.767937898539725,1.12938240379611,0.0491686486180278,0.991651365668111,0,0.510373379758988,0,1.1499619947777,1,0,0,0,1.02367789466132,1.14226504614579,0,-0.972684900323612,1,0,1,1,0,1,1,1,1,1,0,1
"57",100000,-1.04183470192308,-0.794890864438069,-0.203848567748706,0.0328330404773799,1,-0.200057617518406,0,-1.59811811974165,1,0,0,1,1.02367789466132,-1.81643547068261,1,-0.972684900323612,0,1,1,0,1,0,0,0,0,0,1,0
"58",185850,-0.28823854021617,-0.794890864438069,0.698807447397479,0.0515416907250039,0,-0.347133164550307,0,1.11685259580759,1,1,0,0,0.975240970685258,1.1005932078806,0,0.472179731284412,0,0,1,1,0,1,0,1,1,0,0,1
"59",165400,0.267443478012157,1.25766728834505,-0.709883000482173,-0.355371452160819,0,-0.359255876533182,0,1.05063379786737,1,1,0,0,0.926804046709191,1.01724953135022,0,-0.972684900323612,0,0,1,1,0,1,1,1,1,1,0,1
"60",315750,1.67948477090742,1.53027266801156,0.732998963122713,1.68854858739211,0,0.127255606019212,0,0.818868005076577,0,1,1,0,0.587745578876721,0.7255466634939,0,0.60373038059622,0,0,1,1,0,1,1,1,1,1,0,1
"61",117500,-1.12366458816903,-0.794890864438069,-0.301864246161044,-0.205702250179826,1,-0.141948750162477,1,-0.207523362996918,0,0,0,1,-0.962235988357428,-0.566280322726951,1,-0.23161624253376,0,1,0,0,1,0,0,0,0,0,0,1
"62",150750,-0.358650302799896,-0.794890864438069,0.0126976985111112,0.706344449391845,1,-0.313470096564804,1,-0.406179756817594,1,0,0,1,0.829930198757056,-0.191233778340253,0,-0.0847180174689079,0,1,0,1,1,0,0,0,0,0,0,1
"63",188000,0.396848879517383,1.13854560983532,-0.404438793336747,0.252659680886962,1,-0.159581785773931,1,0.885086803016803,1,1,0,0,0.684619426828855,0.808890340024278,0,-0.972684900323612,0,0,0,1,0,1,1,1,1,1,0,1
"64",76000,-1.39199049423134,-0.794890864438069,-0.623264493978246,-0.528426466951341,1,-0.151967520396258,1,-1.43257112489109,1,0,0,1,-1.68878984799844,-1.19135789670478,1,-0.972684900323612,0,1,0,0,0,0,0,0,0,0,0,0
"65",94000,-0.942877630183787,-0.245098502085447,-0.632382231504975,-2.2122049892375,1,-0.418266433210151,1,-3.18736927030707,0,0,0,1,0.539308654900653,0.0587972512508799,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,0,1
"66",160000,-0.760187651588173,-0.794890864438069,0.133507720740272,-0.15425346199886,1,-0.0517798180584502,1,-0.306851559907256,1,0,0,1,-1.10754676028563,-0.691295837522518,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,1,0,1
"67",140000,-1.10273136145495,-0.794890864438069,-0.276790467962539,0.930848252363333,1,-0.332305384604312,1,0.289117621554773,1,0,0,1,-0.235682128716421,0.0587972512508799,1,1.07950522894059,0,1,0,0,0,1,0,0,0,0,1,0
"68",93500,-1.03041657826085,-0.794890864438069,-0.190171961458612,-2.2122049892375,1,0.0195538260060689,1,0.653321010226014,0,0,0,1,0.345560958996385,0.0587972512508799,1,-0.507872606088557,0,1,0,0,0,1,0,0,1,0,0,1
"69",325000,2.10576138763052,1.77538842956044,0.924471451184025,1.11793475483957,0,0.174243638415644,0,0.752649207136352,1,0,0,0,0.490871730924586,0.642202986963523,0,1.28998626783949,1,0,1,1,0,0,1,1,1,1,0,1
"70",148000,-0.920041382859335,-0.794890864438069,-0.0579647673210396,0.425714695677484,0,-0.0122056756350162,1,0.222898823614548,1,0,0,0,-0.332555976668555,-0.0245464252794976,1,0.353784146903785,0,1,0,0,0,1,0,1,0,0,0,1
"71",115000,0.48629084820482,-0.794890864438069,-2.41034104921716,-0.640678368437085,0,1.12542568441079,1,-0.373070357847482,1,0,0,1,1.02367789466132,-0.774639514052895,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,0,1
"72",133000,-0.470928518811784,-0.794890864438069,-0.513851643657497,-0.865182171408573,0,0.163022615753809,0,-0.737273746518722,0,0,0,1,-1.68878984799844,-1.23302973496997,1,-0.150493342124812,0,1,1,0,1,0,0,0,0,0,0,1
"73",125000,-0.668842662290366,-0.794890864438069,0.242920571061022,-1.08968597438006,1,0.0363853599988205,1,-0.704164347548609,0,0,0,1,-1.68878984799844,-1.19135789670478,1,1.30752635441439,0,1,0,0,1,0,0,0,0,0,0,1
"74",208500,0.37020659097219,1.16145362493334,-0.459145218497122,0.350880094686988,1,-0.207070756682052,0,1.05063379786737,1,1,0,0,0.878367122733124,1.01724953135022,0,0.575227739911995,0,0,1,1,0,1,1,1,1,1,0,1
"75",90000,-0.904817217976368,-0.794890864438069,-2.41034104921716,-0.24779671323698,1,-0.332305384604312,1,-0.737273746518722,1,0,0,0,-1.68878984799844,-0.94132686711365,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,0,1
"76",295000,3.76329233926365,3.36978628038304,0.940427491855801,1.85692643962072,0,0.788394253746405,1,-3.0218222754565,0,1,1,0,0.829930198757056,1.01724953135022,0,-0.972684900323612,0,1,0,1,1,0,0,0,0,0,1,0
"77",176000,-0.474734560032526,-0.794890864438069,0.454907968557475,-0.0934503486940823,0,-0.302249073902969,0,1.11685259580759,1,1,0,0,0.975240970685258,1.1005932078806,0,-0.972684900323612,0,1,1,1,0,1,0,1,1,0,0,0
"78",133500,-1.23974884540166,-0.794890864438069,-0.440909743443664,-0.631324043313273,0,0.501556861953261,1,0.0242424297938713,0,0,0,1,-0.623177520524958,-0.27457745487063,1,0.0358700777335827,0,1,0,0,1,0,0,0,0,0,0,1
"79",156000,-0.842017537834125,-0.794890864438069,0.0354920423279341,0.19653373014409,1,-0.0228255720828238,1,-0.207523362996918,1,0,0,1,-0.962235988357428,-0.566280322726951,1,0.860254146754246,0,0,0,0,1,0,0,0,0,1,0,1
"80",235000,-0.50137684857772,-0.794890864438069,1.24131283023786,0.425714695677484,0,0.298877140123877,1,-0.373070357847482,1,0,0,1,-0.477866748596757,-0.774639514052895,1,-0.0320977577441848,0,0,0,0,0,1,0,0,0,0,0,1
"81",377426,0.773646960370838,-0.794890864438069,1.97073183237619,0.949556902610957,0,0.364700460559816,0,1.11685259580759,0,0,1,0,1.02367789466132,1.1005932078806,0,1.76576111618386,0,0,1,1,0,0,0,1,1,0,0,1
"82",394617,0.792677166474547,-0.794890864438069,1.99352617619302,1.40791883367775,0,0.193078926455152,0,1.21618079271793,0,0,1,0,1.12055174261346,1.22560872267617,0,1.95650955768598,1,0,0,0,0,0,0,1,1,0,0,1
"83",118500,-0.569885590551075,0.0847769153261258,-0.513851643657497,-0.640678368437085,1,-0.204065125611918,1,-0.803492544458947,0,0,0,1,-1.68878984799844,-1.31637341150035,1,-0.00359511705995971,0,1,0,0,1,0,0,0,0,0,0,1
"84",147000,-0.988550124832691,-0.794890864438069,-0.276790467962539,0.425714695677484,1,-0.145054568934949,1,0.686430409196126,1,0,0,1,0.345560958996385,0.558859310433145,0,0.665120683608397,0,1,0,1,0,1,0,0,1,0,0,1
"85",260000,0.415879085621093,-0.794890864438069,1.54219816861992,0.874722301620461,1,0.113028952287243,0,1.11685259580759,1,1,0,0,0.975240970685258,1.1005932078806,0,1.87757916809889,0,0,1,1,0,1,0,1,1,0,0,1
"86",194201,-0.215923757022072,-0.794890864438069,0.457187402939157,0.818596350877589,0,-0.660720672867645,0,1.1499619947777,0,1,1,0,1.07211481863739,1.14226504614579,0,-0.972684900323612,0,0,1,1,0,0,0,0,1,0,0,1
"87",410000,3.27802208361905,1.919708924678,2.22374904874293,0.902785276991897,0,0.421106136976002,0,0.785758606106465,0,0,1,0,0.539308654900653,0.7255466634939,0,0.816403930316976,1,0,1,1,0,1,0,1,1,1,0,1
"88",214000,0.794580187084919,1.58525190424682,-0.372526711993195,0.912139602115709,0,0.408883237290789,0,1.18307139374782,0,0,1,0,1.07211481863739,1.18393688441098,0,-0.972684900323612,0,0,1,1,0,1,1,1,1,1,0,1
"89",112000,0.735586548163418,0.542937217286644,-2.41034104921716,0.308785631629834,1,-0.158980659559904,1,0.222898823614548,1,0,0,0,-0.332555976668555,-0.0245464252794976,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,1,0
"90",113000,-0.0541670051405391,0.783471375815916,-0.734956778680678,-1.18322922561818,0,-0.17791613530175,1,-0.869711342399173,0,0,0,1,-1.68878984799844,-1.23302973496997,1,-0.766588883068446,0,1,0,0,1,0,0,0,0,1,0,1
"91",282922,-0.0979364791790717,-0.794890864438069,0.974619007581035,1.31437558243963,1,0.474806745429067,0,1.18307139374782,0,0,1,0,1.07211481863739,1.18393688441098,0,1.06415765318755,1,1,1,1,0,1,0,1,1,0,0,1
"92",118858,0.037177984157268,-0.794890864438069,-2.41034104921716,-0.341339964475101,1,-0.350539546429793,1,0.256008222584661,1,0,0,0,-0.284119052692488,0.0171254129856912,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,0,1
"93",187000,0.37020659097219,1.21643286116861,-0.513851643657497,0.154439267086936,1,-0.122812899015956,0,0.719539808166239,1,0,0,0,0.393997882972452,0.600531148698334,0,-0.0386752902097752,0,0,1,1,0,1,1,1,1,1,0,1
"94",142953,1.37880751446881,1.77080682654083,-2.41034104921716,0.257336843448868,1,-0.350539546429793,1,0.256008222584661,1,0,0,0,-0.284119052692488,0.0171254129856912,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,0,1
"95",119000,-1.16362802098682,-0.794890864438069,-0.395321055810018,-1.37031572809442,1,-0.452530627409681,0,-1.49878992283132,0,0,0,1,0.926804046709191,-2.19148201506931,1,-0.972684900323612,0,1,1,0,1,0,0,0,1,0,1,0
"96",207500,0.404460961958867,1.18436164003137,-0.440909743443664,0.935525414925239,1,-0.17290675018486,0,1.05063379786737,1,0,0,0,0.878367122733124,1.01724953135022,0,0.130148043073712,0,0,1,1,0,1,1,1,1,1,0,0
"97",167900,0.181807550545463,1.06753076303144,-0.632382231504975,-0.144899136875048,1,-0.075824866619524,1,-0.240632761967031,1,0,0,1,-1.0106729123335,-0.60795216099214,1,0.505067393612364,0,0,0,0,1,0,1,0,0,1,0,1
"98",87000,-1.28542134005056,-0.794890864438069,-0.878561144726662,-2.2122049892375,0,-0.614033203578227,1,-1.36635232695086,0,0,0,1,-1.68878984799844,0.0587972512508799,1,-0.71835364498745,0,1,0,0,1,0,0,0,0,0,1,0
"99",200000,3.57679631944729,2.50386330967766,0.872044460405333,-2.2122049892375,1,0.0379883632362255,0,-1.89610271047267,0,0,0,0,0.490871730924586,0.0587972512508799,0,-0.411402129926564,0,1,0,0,1,0,0,1,0,0,0,0
"100",89000,-1.71169795677366,-0.794890864438069,-1.00620947010087,-1.25338666404677,1,-0.452530627409681,1,-1.66433691768188,0,0,0,1,-1.68878984799844,-2.39984120639526,1,0.377901765944283,0,1,0,0,1,0,0,0,0,0,1,0
"101",224900,0.276958581064012,-0.794890864438069,1.34844624617693,0.584738222782288,1,0.162321301837445,1,0.885086803016803,1,1,0,0,0.636182502852788,0.808890340024278,0,-0.972684900323612,0,0,0,1,0,1,0,1,1,0,0,1
"102",127500,-0.849629620275609,-0.794890864438069,0.0263743048012049,-0.15425346199886,0,-0.64859796088477,1,0.189789424644435,1,0,0,0,-0.380992900644622,-0.0662182635446864,1,-0.183381004452764,0,0,0,0,0,1,0,1,0,0,0,1
"103",137500,-0.636491311914059,-0.794890864438069,0.183655277137283,0.537966597163228,1,-0.0505775656303965,1,0.0242424297938713,1,0,0,0,-0.623177520524958,-0.191233778340253,1,1.04442505579078,0,0,0,0,0,1,0,1,0,0,0,1
"104",138500,-0.881980970651916,-0.794890864438069,-0.0123760796873939,-0.865182171408573,1,-0.212080141798942,1,-0.10819516608658,0,0,0,1,-0.816925216429227,-0.441264807931385,1,1.25490609468967,0,0,0,0,1,0,0,0,0,1,0,1
"105",350000,1.1371238969517,-0.794890864438069,2.39698606175078,1.71193440020164,0,-0.00799779213682825,0,0.785758606106465,0,0,1,0,0.490871730924586,0.683874825228711,0,2.74581345355683,1,0,1,1,0,1,0,1,1,1,0,1
"106",107000,-0.874368888210432,-0.794890864438069,-0.00325834216066477,-0.416174565465597,1,-0.161986290630039,1,-0.174413964026805,0,0,0,1,-0.913799064381361,-0.524608484461763,1,1.34260652756421,0,1,0,0,1,0,0,0,0,0,0,0
"107",142500,-0.712612136328899,-0.794890864438069,0.190493580282329,0.0515416907250039,1,0.255996803523295,0,1.11685259580759,1,0,0,1,0.975240970685258,1.1005932078806,1,-0.972684900323612,0,1,1,0,0,1,0,0,1,1,0,1
"108",139500,-0.0503609639197971,0.453595958404343,-0.63694110026834,-1.08968597438006,0,-0.0617985882922309,1,-1.03525833724974,0,0,0,0,-1.68878984799844,-1.60807627935667,1,-0.972684900323612,0,1,0,0,1,0,0,1,0,0,0,1
"109",113000,-0.8895930530934,-0.794890864438069,-0.146862708206649,-0.902599471903821,0,-0.414459300521314,1,-1.63122751871177,0,0,0,1,-1.68878984799844,-2.35816936813007,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,1,0
"110",104000,1.35787428775473,1.33326373816854,-0.689368091047033,-2.2122049892375,1,-0.500620724531828,1,-1.96232150841289,0,0,0,1,-1.68878984799844,0.0587972512508799,1,-0.972684900323612,0,1,0,0,1,0,0,0,0,0,1,0
